IdTipoTransaccion,IdOrdenCompra,IdMetodoPago,cantidad
5,1,"4",360.53
5,2,"4",24991.80
5,3,"4",3151.61
5,"4",4,48853.39
5,5,"4",40327.64
5,6,"4",6357.78
5,7,"4",11500.58
5,8,"4",755.56
5,9,"4",10673.74
5,10,"4",1193.13
5,11,"4",22849.93
5,12,"4",7660.73
5,13,"4",300.15
5,14,"4",18721.37
5,15,"4",15323.75
5,16,"4",4333.20
5,17,"4",10129.20
5,18,"4",331.21
5,19,"4",6014.73
5,20,"4",8337.50
5,21,"4",5883.40
5,22,"4",181.13
5,23,"4",4185.48
5,24,"4",1431.75
5,25,"4",22169.70
5,26,"4",1651.40
5,27,"4",957.39
5,28,"4",2737.00
5,29,"4",1193.13
5,30,"4",2732.40
5,31,"4",12581.00
5,32,"4",193.20
5,33,"4",144.90
5,34,"4",12190.00
5,35,"4",9803.75
5,36,"4",1428.30
5,37,"4",165.60
5,38,"4",586.50
5,39,"4",3042.90
5,40,"4",636.53
5,41,"4",1276.50
5,42,"4",1759.50
5,43,"4",4195.20
5,44,"4",170.78
5,45,"4",195.50
5,46,"4",1322.50
5,47,"4",8618.10
5,48,"4",341.56
5,49,"4",1568.60
5,50,"4",7086.30
5,51,"4",8728.50
5,52,"4",11157.30
5,53,"4",165.60
5,54,"4",869.40
5,55,"4",160.43
5,56,"4",9639.30
5,57,"4",10177.50
5,58,"4",13241.10
5,59,"4",16511.70
5,60,"4",16511.70
5,61,"4",2815.20
5,62,"4",10137.25
5,63,"4",18871.50
5,64,"4",1173.00
5,65,"4",22804.50
5,66,"4",391.00
5,67,"4",23591.10
5,68,"4",25799.10
5,69,"4",28766.10
5,70,"4",2580.60
5,71,"4",30532.50
5,72,"4",30808.50
5,73,"4",30849.90
5,74,"4",30256.50
5,75,"4",29925.30
5,76,"4",4374.60
5,77,"4",34465.50
5,78,"4",35997.30
5,79,"4",37998.30
5,80,"4",1368.50
5,81,"4",42179.70
5,82,"4",2346.00
5,83,"4",41475.90
5,84,"4",1564.00
5,85,"4",1656.00
5,86,"4",43228.50
5,87,"4",2541.50
5,88,"4",43242.30
5,89,"4",2932.50
5,90,"4",44698.20
5,91,"4",3714.50
5,92,"4",43069.80
5,93,"4",2932.50
5,94,"4",42793.80
5,95,"4",4692.00
5,96,"4",2359.80
5,97,"4",1955.00
5,98,"4",41896.80
5,99,"4",5083.00
5,100,"4",42034.80
5,101,"4",4301.00
5,102,"4",41400.00
5,103,"4",5083.00
5,104,"4",41772.60
5,105,"4",4301.00
5,106,"4",44242.80
5,107,"4",4496.50
5,108,"4",3063.60
5,109,"4",50445.90
5,110,"4",5474.00
5,111,"4",50425.20
5,112,"4",4692.00
5,113,"4",50301.00
5,114,"4",5474.00
5,115,"4",53350.80
5,116,"4",5669.50
5,117,"4",52605.60
5,118,"4",6256.00
5,119,"4",772.80
5,120,"4",54917.10
5,121,"4",6256.00
5,122,"4",57111.30
5,123,"4",5474.00
5,124,"4",57000.90
5,125,"4",7624.50
5,126,"4",62424.30
5,127,"4",6842.50
5,128,"4",64639.20
5,129,"4",6148.82
5,130,"4",5202.60
5,131,"4",68758.50
5,132,"4",5865.00
5,133,"4",72153.30
5,134,"4",6048.08
5,135,"4",74313.00
5,136,"4",5531.04
5,137,"4",77583.60
5,138,"4",8930.44
5,139,"4",81288.90
5,140,"4",8797.96
5,141,"4",195.50
5,142,"4",81123.30
5,143,"4",8728.50
5,144,"4",81523.50
5,145,"4",8123.14
5,146,"4",81882.30
5,147,"4",9800.76
5,148,"4",81702.90
5,149,"4",8842.12
5,150,"4",80074.50
5,151,"4",9889.08
5,152,"4",3394.80
5,153,"4",83289.90
5,154,"4",11484.82
5,155,"4",84076.50
5,156,"4",11945.28
5,157,"4",85629.00
5,158,"4",11970.58
5,159,"4",88002.60
5,160,"4",12733.72
5,161,"4",91452.60
5,162,"4",13925.58
5,163,"4",1048.80
5,164,"4",1173.00
5,165,"4",94053.90
5,166,"4",13181.30
5,167,"4",96696.60
5,168,"4",13982.16
5,169,"4",97800.60
5,170,"4",13111.84
5,171,"4",97931.70
5,172,"4",14158.80
5,173,"4",101878.50
5,174,"4",13553.44
5,175,"4",2539.20
5,176,"4",104045.10
5,177,"4",12115.48
5,178,"4",109682.40
5,179,"4",13137.14
5,180,"4",111090.00
5,181,"4",13944.44
5,182,"4",116078.70
5,183,"4",14745.30
5,184,"4",118162.50
5,185,"4",14991.40
5,186,"4",1228.20
5,187,"4",220.80
5,188,"4",123861.90
5,189,"4",16435.80
5,190,"4",127360.20
5,191,"4",15477.16
5,192,"4",127815.60
5,193,"4",15628.50
5,194,"4",127539.60
5,195,"4",15111.46
5,196,"4",127484.40
5,197,"4",14329.46
5,198,"4",1987.20
5,199,"4",618.24
5,200,"4",127305.00
5,201,"4",13913.62
5,202,"4",126953.10
5,203,"4",13327.12
5,204,"4",131893.50
5,205,"4",13466.04
5,206,"4",135585.00
5,207,"4",13535.50
5,208,"4",138786.60
5,209,"4",14336.36
5,210,"4",1062.60
5,211,"4",142326.30
5,212,"4",13207.52
5,213,"4",142609.20
5,214,"4",12248.88
5,215,"4",150482.10
5,216,"4",12267.74
5,217,"4",153000.60
5,218,"4",15900.36
5,219,"4",154905.00
5,220,"4",17117.52
5,221,"4",1200.60
5,222,"4",154960.20
5,223,"4",15900.36
5,224,"4",157837.50
5,225,"4",15295.00
5,226,"4",158541.30
5,227,"4",16531.02
5,228,"4",159010.50
5,229,"4",15572.38
5,230,"4",161025.30
5,231,"4",18170.92
5,232,"4",1987.20
5,233,"4",195.50
5,234,"4",163536.90
5,235,"4",19653.04
5,236,"4",165386.10
5,237,"4",18694.40
5,238,"4",167145.60
5,239,"4",17824.08
5,240,"4",168153.00
5,241,"4",17218.72
5,242,"4",172789.80
5,243,"4",17794.18
5,244,"4",110.40
5,245,"4",574.08
5,246,"4",173797.20
5,247,"4",16871.88
5,248,"4",178454.70
5,249,"4",18398.16
5,250,"4",179945.10
5,251,"4",17616.16
5,252,"4",185561.70
5,253,"4",18417.02
5,254,"4",188542.50
5,255,"4",21954.88
5,256,"4",2104.50
5,257,"4",193420.80
5,258,"4",21499.48
5,259,"4",196042.80
5,260,"4",20292.44
5,261,"4",198513.00
5,262,"4",19814.04
5,263,"4",201486.90
5,264,"4",20435.96
5,265,"4",203536.20
5,266,"4",20681.14
5,267,"4",2132.10
5,268,"4",353.28
5,269,"4",207848.70
5,270,"4",19312.64
5,271,"4",209801.40
5,272,"4",18354.00
5,273,"4",208800.90
5,274,"4",17483.68
5,275,"4",208766.40
5,276,"4",17698.04
5,277,"4",211209.00
5,278,"4",17181.00
5,279,"4",386.40
5,280,"4",132.48
5,281,"4",209622.00
5,282,"4",16373.70
5,283,"4",210381.00
5,284,"4",15812.50
5,285,"4",212589.00
5,286,"4",14853.86
5,287,"4",211940.40
5,288,"4",14481.72
5,289,"4",213982.80
5,290,"4",14027.70
5,291,"4",2829.00
5,292,"4",176.64
5,293,"4",218633.40
5,294,"4",12873.56
5,295,"4",223008.00
5,296,"4",14065.42
5,297,"4",223187.40
5,298,"4",13106.78
5,299,"4",225719.70
5,300,"4",16127.60
5,301,"4",229086.90
5,302,"4",15213.12
5,303,"4",2891.10
5,304,"4",543.72
5,305,"4",231888.30
5,306,"4",14948.16
5,307,"4",233910.00
5,308,"4",17792.34
5,309,"4",236835.60
5,310,"4",17231.14
5,311,"4",238519.20
5,312,"4",16700.30
5,313,"4",239154.00
5,314,"4",15534.66
5,315,"4",1524.90
5,316,"4",474.72
5,317,"4",239036.70
5,318,"4",16840.14
5,319,"4",238857.30
5,320,"4",18227.50
5,321,"4",240540.90
5,322,"4",19097.82
5,323,"4",242114.10
5,324,"4",26318.90
5,325,"4",241851.90
5,326,"4",25360.26
5,327,"4",2125.20
5,328,"4",88.32
5,329,"4",247454.70
5,330,"4",26463.80
5,331,"4",248365.50
5,332,"4",26142.26
5,333,"4",249586.80
5,334,"4",25839.58
5,335,"4",253485.30
5,336,"4",25360.26
5,337,"4",255141.30
5,338,"4",25234.22
5,339,"4",1242.00
5,340,"4",255431.10
5,341,"4",24496.38
5,342,"4",260958.00
5,343,"4",28179.60
5,344,"4",264559.80
5,345,"4",30090.44
5,346,"4",267064.50
5,347,"4",31831.08
5,348,"4",269031.00
5,349,"4",31395.92
5,350,"4",2753.10
5,351,"4",272322.30
5,352,"4",30437.28
5,353,"4",277290.30
5,354,"4",30222.92
5,355,"4",278007.90
5,356,"4",29743.60
5,357,"4",278884.20
5,358,"4",30437.28
5,359,"4",282423.90
5,360,"4",32001.28
5,361,"4",2111.40
5,362,"4",782.00
5,363,"4",286508.70
5,364,"4",32909.32
5,365,"4",287681.70
5,366,"4",32430.00
5,367,"4",288847.80
5,368,"4",32669.66
5,369,"4",290524.50
5,370,"4",32676.10
5,371,"4",290917.80
5,372,"4",34933.78
5,373,"4",648.60
5,374,"4",88.32
5,375,"4",293429.40
5,376,"4",35217.60
5,377,"4",295064.70
5,378,"4",34738.28
5,379,"4",301357.50
5,380,"4",36157.38
5,381,"4",301578.30
5,382,"4",36075.50
5,383,"4",300046.50
5,384,"4",35640.34
5,385,"4",1959.60
5,386,"4",782.00
5,387,"4",299798.10
5,388,"4",35766.38
5,389,"4",307622.70
5,390,"4",40874.68
5,391,"4",310244.70
5,392,"4",42836.12
5,393,"4",309389.10
5,394,"4",42356.80
5,395,"4",308423.10
5,396,"4",42230.76
5,397,"4",772.80
5,398,"4",983.94
5,399,"4",310644.90
5,400,"4",44103.88
5,401,"4",311942.10
5,402,"4",45384.06
5,403,"4",312342.30
5,404,"4",44904.74
5,405,"4",312680.40
5,406,"4",46771.42
5,407,"4",314019.00
5,408,"4",46292.10
5,409,"4",662.40
5,410,"4",655.96
5,411,"4",313080.60
5,412,"4",48814.74
5,413,"4",314364.00
5,414,"4",49338.22
5,415,"4",317558.70
5,416,"4",48858.90
5,417,"4",326397.60
5,418,"4",48379.58
5,419,"4",329916.60
5,420,"4",48947.22
5,421,"4",2511.60
5,422,"4",335823.00
5,423,"4",50971.68
5,424,"4",337692.90
5,425,"4",51476.30
5,426,"4",336789.00
5,427,"4",51192.48
5,428,"4",337554.90
5,429,"4",52151.12
5,430,"4",339542.10
5,431,"4",51671.80
5,432,"4",1607.70
5,433,"4",345945.30
5,434,"4",51110.60
5,435,"4",348318.90
5,436,"4",52567.42
5,437,"4",351893.10
5,438,"4",53696.26
5,439,"4",357240.60
5,440,"4",53437.74
5,441,"4",357916.80
5,442,"4",53349.42
5,443,"4",1545.60
5,444,"4",359089.80
5,445,"4",54150.28
5,446,"4",367052.40
5,447,"4",56868.42
5,448,"4",367687.20
5,449,"4",57701.02
5,450,"4",368680.80
5,451,"4",58571.34
5,452,"4",371640.90
5,453,"4",58092.02
5,454,"4",1759.50
5,455,"4",370288.50
5,456,"4",59990.44
5,457,"4",371703.00
5,458,"4",62317.58
5,459,"4",370074.60
5,460,"4",61838.26
5,461,"4",372041.10
5,462,"4",61951.88
5,463,"4",372144.60
5,464,"4",63825.00
5,465,"4",2656.50
5,466,"4",1564.00
5,467,"4",376698.60
5,468,"4",64733.04
5,469,"4",379679.40
5,470,"4",67583.66
5,471,"4",380659.20
5,472,"4",70213.48
5,473,"4",382832.70
5,474,"4",70282.94
5,475,"4",385785.90
5,476,"4",70068.58
5,477,"4",2539.20
5,478,"4",389256.60
5,479,"4",69109.94
5,480,"4",392492.70
5,481,"4",68939.74
5,482,"4",394486.80
5,483,"4",70415.42
5,484,"4",396846.60
5,485,"4",69936.10
5,486,"4",396846.60
5,487,"4",69652.28
5,488,"4",945.30
5,489,"4",1154.14
5,490,"4",398440.50
5,491,"4",70327.10
5,492,"4",399185.70
5,493,"4",72288.54
5,494,"4",399309.90
5,495,"4",72206.66
5,496,"4",400551.90
5,497,"4",73588.04
5,498,"4",403608.60
5,499,"4",75719.68
5,500,"4",4595.40
5,501,"4",1696.48
5,502,"4",411502.20
5,503,"4",78116.28
5,504,"4",412323.30
5,505,"4",77636.96
5,506,"4",413979.30
5,507,"4",80676.64
5,508,"4",414448.50
5,509,"4",80197.32
5,510,"4",415690.50
5,511,"4",79938.80
5,512,"4",1656.00
5,513,"4",782.00
5,514,"4",416946.30
5,515,"4",82000.98
5,516,"4",417926.10
5,517,"4",82108.16
5,518,"4",419554.50
5,519,"4",86125.34
5,520,"4",419996.10
5,521,"4",85646.02
5,522,"4",424129.20
5,523,"4",85475.82
5,524,"4",2649.60
5,525,"4",426709.80
5,526,"4",85847.96
5,527,"4",428710.80
5,528,"4",87437.26
5,529,"4",429200.70
5,530,"4",88572.54
5,531,"4",428745.30
5,532,"4",88181.54
5,533,"4",433354.50
5,534,"4",90420.36
5,535,"4",1297.20
5,536,"4",438495.00
5,537,"4",91271.82
5,538,"4",442193.40
5,539,"4",96039.72
5,540,"4",445981.50
5,541,"4",98688.40
5,542,"4",448713.90
5,543,"4",99773.08
5,544,"4",451053.00
5,545,"4",99735.36
5,546,"4",289.80
5,547,"4",450031.80
5,548,"4",99218.32
5,549,"4",450997.80
5,550,"4",101457.14
5,551,"4",450252.60
5,552,"4",102541.82
5,553,"4",452260.50
5,554,"4",103235.50
5,555,"4",453612.90
5,556,"4",104711.18
5,557,"4",193.20
5,558,"4",459188.10
5,559,"4",106489.54
5,560,"4",460450.80
5,561,"4",108110.58
5,562,"4",462520.80
5,563,"4",109416.06
5,564,"4",463624.80
5,565,"4",109725.18
5,566,"4",466481.40
5,567,"4",111591.86
5,568,"4",468579.00
5,569,"4",111863.26
5,570,"4",467820.00
5,571,"4",111383.94
5,572,"4",467861.40
5,573,"4",111346.22
5,574,"4",469524.30
5,575,"4",110866.90
5,576,"4",469193.10
5,577,"4",113086.86
5,578,"4",1035.00
5,579,"4",471828.90
5,580,"4",112128.22
5,581,"4",475292.70
5,582,"4",112443.78
5,583,"4",475734.30
5,584,"4",111964.46
5,585,"4",478901.40
5,586,"4",115193.66
5,587,"4",478045.80
5,588,"4",115370.30
5,589,"4",772.80
5,590,"4",391.00
5,591,"4",479163.60
5,592,"4",117842.34
5,593,"4",482199.60
5,594,"4",117363.02
5,595,"4",482779.20
5,596,"4",118107.30
5,597,"4",483462.30
5,598,"4",120560.48
5,599,"4",486001.50
5,600,"4",120301.96
5,601,"4",441.60
5,602,"4",485380.50
5,603,"4",119343.32
5,604,"4",486588.00
5,605,"4",118864.00
5,606,"4",488437.20
5,607,"4",119866.80
5,608,"4",487843.80
5,609,"4",119387.48
5,610,"4",489824.10
5,611,"4",122282.26
5,612,"4",1449.00
5,613,"4",491273.10
5,614,"4",121323.62
5,615,"4",492349.50
5,616,"4",122647.96
5,617,"4",491107.50
5,618,"4",123928.14
5,619,"4",491245.50
5,620,"4",125599.32
5,621,"4",494964.60
5,622,"4",125120.00
5,623,"4",966.00
5,624,"4",495916.80
5,625,"4",125183.02
5,626,"4",495765.00
5,627,"4",126318.30
5,628,"4",497117.40
5,629,"4",130304.20
5,630,"4",500526.00
5,631,"4",130001.52
5,632,"4",503106.60
5,633,"4",130499.70
5,634,"4",2766.90
5,635,"4",2264.12
5,636,"4",509075.10
5,637,"4",135835.24
5,638,"4",510082.50
5,639,"4",139291.22
5,640,"4",510717.30
5,641,"4",141548.90
5,642,"4",511089.90
5,643,"4",141422.86
5,644,"4",511883.40
5,645,"4",142362.64
5,646,"4",391.00
5,647,"4",514091.40
5,648,"4",147275.44
5,649,"4",515016.00
